filename,title,description,feature,topic,audience,role,level
./help/components/segmentation/dimension-models-in-segmentation.md,Dimension Models in Segmentation,"Dimension models are available through the gear for any dimension in segmentation. These models are primarily helpful for sequential segmentation, and allow you to segment for persisted values of a dimension (default), instances, or non-repeating instances of a dimension.",Segmentation,,,Business Practitioner,Beginner
./help/components/segmentation/equals-any-of-operator-in-segmentation.md,Using the Equals Any Of Operator in Segmentation,"Equals any of and Does not equal any of segment operators have been added to the segment builder. Use these operators to filter to a list of specific items, instead of using multiple OR statements or Contains any of. Using these operators instead of contains any of will help improve query speed as well.",Segmentation,,,Business Practitioner,Beginner
./help/components/calculated-metrics/approximate-count-distinct-function-in-calculated-metrics.md,Approximate Count Distinct Function in Calculated Metrics,An Approximate Count Distinct function has been added to the Calculated Metric Builder. It is a long awaited function that will return the approximated distinct count of dimension items for a selected dimension.,Calculated Metrics,,,Business Practitioner,Beginner
./help/components/calculated-metrics/calculated-metrics-metric-builder.md,Calculated Metrics - Metric Builder,Overview of the Metric Builder in Adobe Analytics,Calculated Metrics,,,Business Practitioner,Beginner
./help/components/calculated-metrics/calculated-metrics-functions.md,Calculated Metrics - Functions,Learn how to use functions in calculated metrics in Adobe Analytics,Calculated Metrics,,,Business Practitioner,Beginner
./help/components/calculated-metrics/calculated-metrics-implementationless-metrics.md,Calculated Metrics - Implementation-less Metrics,Learn how to create new Metrics in Adobe Analytics without changing your implementation.,Calculated Metrics,,,Business Practitioner,Beginner
./help/components/calculated-metrics/calculated-metrics-segmented-metrics.md,Calculated Metrics - Segmented Metrics,Learn how to create segmented metrics in Adobe Analytics,Calculated Metrics,,,Business Practitioner,Beginner
./help/components/calculated-metrics/calculated-metrics-metric-selector.md,Calculated Metrics - Metric Selector,Overview of the Metric Selector in Adobe Analytics,Calculated Metrics,,,Business Practitioner,Beginner
./help/components/calculated-metrics/quick-calculated-metrics-in-analysis-workspace.md,Quick Calculated Metrics in Analysis Workspace,"Now you can build calculated metrics on the fly within Analysis Workspace.  If you’re looking to do a quick percent change or division with a few metrics in your freeform table, just select the metrics from the header, right click and pick the operator you want.  The new calculated metric will appear on the right.",Calculated Metrics,,,Business Practitioner,Beginner
./help/components/calculated-metrics/using-dimensions-in-calculated-metrics.md,Using Dimensions in Calculated Metrics,Dimensions are now available in the Calculated Metric Builder. They can be added to any calculated metric formula to create an internal segment on the fly.,Calculated Metrics,,,Business Practitioner,Beginner
./help/components/classifications/overview-of-classifications.md,Overview of Classifications in Adobe Analytics,"Classifications are a powerful way to add metadata – descriptive attributes – to your products, campaigns, pages, customers, and more. These attributes can help you better understand your marketing and experience efforts by allowing you to group similar elements and break down data to dive deeply into what is and isn't working for you.",Classifications,,,Business Practitioner,Beginner
./help/components/classifications/using-the-classification-rule-builder.md,Using the Classification Rule Builder in Adobe Analytics ,Learn to use the Classification Rule Builder to automatically apply rule-based classifications in Adobe Analytics. ,Classifications,,,Business Practitioner,Beginner
./help/components/virtual-report-suites/virtual-report-suites.md,Virtual Report Suites in Adobe Analytics,"Adobe Analytics allows you to create ""Virtual Report Suites"" for your users, which segment your data and restrict users/groups to just the allowed segments of data. This video shows you how to create and work with Virtual Report Suites.",VRS,,,Business Practitioner,Intermediate
./help/components/virtual-report-suites/component-curation-in-virtual-report-suites.md,Component Curation in Virtual Report Suites,"Virtual Report Suites can be curated to include and exclude dimensions, metrics, and segments in Analysis Workspace, which greatly helps if you're sharing it with other teams who only need a specific slice of the data or use a different data nomenclature.",VRS,,,Business Practitioner,Intermediate
./help/components/virtual-report-suites/context-aware-sessions-in-virtual-report-suites.md,Context-Aware Sessions in Virtual Report Suites,It is now possible to change the definition of a visit in Adobe Analytics in a non-destructive way using a virtual report suite. We show you how to do that and the different options that are available.,VRS,,,Business Practitioner,Intermediate
./help/components/virtual-report-suites/start-a-new-visit-on-any-event-in-virtual-report-suites.md,Start A New Visit On Any Event in Virtual Report Suites,This video shows how to use events to trigger the beginning of a new visit in Adobe Analytics by using a Virtual Report Suite's visit settings.,VRS,,,Business Practitioner,Intermediate
./help/components/activity-map/activity-map-overview.md,Activity Map Overview in Adobe Analytics,Activity Map is a tool available to Adobe Analytics users to help you visualize user activity data directly on your web site. See the number of clicks (or other metrics) directly on the links of your page.,Activity Map,,,Business Practitioner,Beginner
./help/components/activity-map/enabling-debugging-and-customizing-the-activity-map.md,"Enabling, Debugging, and Customizing the Adobe Analytics Activity Map","Learn to enable, debug, and customize the way that Activity Map is deployed in the Adobe Analytics extension.",Activity Map,,,Business Practitioner,Beginner
./help/additional-tools/analytics-dashboards/adobe-analytics-dashboards-scorecard-builder.md,Adobe Analytics dashboards Scorecard Builder," In this video, learn how to create and share “Scorecards” in Analysis Workspace to be viewed on Adobe Analytics dashboards (mobile app).",Analytics Dashboards,,,Business Practitioner,Beginner
./help/additional-tools/analytics-dashboards/adobe-analytics-dashboards-in-app-experience.md,Adobe Analytics dashboards In-App Experience," In this video, learn how to use Adobe Analytics dashboards (mobile app) to access and view “Scorecards” created by or shared with you.",Analytics Dashboards,,,Business Practitioner,Beginner
./help/exporting/data-warehouse/introduction-to-data-warehouse.md,Introduction to Data Warehouse,"The Data Warehouse request tool in Adobe Analytics gives you access to query the raw data. Data Warehouse can process an unlimited number of rows in a single request for individual scheduled and downloaded reports. This video is an introduction to the tool, including a walkthrough of creating a Data Warehouse report.",Data Warehouse,,,Business Practitioner,Beginner
./help/exporting/data-feeds/data-feeds-management-ui.md,Data Feeds Management UI,The Adobe Analytics Data Feed allows you to export raw clickstream data to import and merge with other data sources in an EDW or data lake. You can create and manage your own Data Feeds within Adobe Analytics. This video will show you how.,Data Feeds,,,Business Practitioner,Beginner
./help/exporting/report-builder/add-segments-to-multiple-requests-at-once-in-report-builder.md,Add Adobe Analytics segments to multiple requests at once in Report Builder,"This video shows you how you can use Report Builder to add segments to all of your requests at once, saving you time and hassle.",Report Builder,,,Business Practitioner,Intermediate
./help/exporting/report-builder/anomaly-detection-in-report-builder.md,Anomaly Detection in Report Builder,"Learn how to add anomaly detection metrics to your data requests, as well as creatively graph the data.",Report Builder,,,Business Practitioner,Intermediate
./help/exporting/report-builder/edit-metrics-across-requests.md,Edit Metrics across Requests in Report Builder,"You can now edit metrics across multiple Report Builder data requests at once, with add, replace and remove options.",Report Builder,,,Business Practitioner,Intermediate
./help/exporting/report-builder/using-report-builder-to-learn-the-adobe-analytics-api.md,Using Report Builder to learn the Adobe Analytics API,"Report Builder is something we all know & love. So what if I told you that you could use what you know about Report Builder to advance your Adobe Analytics skillset even further? In this video, we will walk through how to take debug Report Builder requests and use them to learn how to craft your own Analytics API queries.",Report Builder,,,Business Practitioner,Intermediate
./help/integrations/experience-cloud/improved-experience-cloud-audience-publishing.md,Improved Experience Cloud Audience Publishing,"Improvements have been made to Experience Cloud Audience Publishing. You can now publish audiences (segments) and make them available six times faster, reducing the current latency time from 48 hours to approximately 8 hours, and possibly faster, depending on traffic and segment size.",Experience Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/audience-manager/enable-server-side-forwarding-in-adobe-launch.md,Enable Server Side Forwarding in Experience Platform Launch,Learn how to use Experience Platform Launch to have your Adobe Analytics hits automatically sent to Adobe Audience Manager via server-side forwarding. ,Experience Cloud Integration,Integrations,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Intermediate
./help/integrations/audience-manager/audience-analytics-integrate-aam-segments-into-analytics.md,Audience Analytics - Integrate AAM Segments into Analytics,"Audience Analytics is new integration that allows you to share segments from Audience Manager (AAM) to Analytics (AA) in real-time to inform audience discovery, segmentation, and optimization.",Experience Cloud Integration,Integrations,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Intermediate
./help/integrations/target/analytics-for-target-a4t-panel-in-analysis-workspace.md,Analytics for Target (A4T) Panel in Analysis Workspace,"The Analytics for Target (A4T) panel lets you analyze your Adobe Target activities and experiences, with lift and confidence, in Analysis Workspace.",Experience Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/ad-cloud/configuring-advertising-analytics.md,Configuring Advertising Analytics in Adobe Analytics,"This video will walk you through a high-level review of how to configure your report suite(s) to utilize Advertising Analytics, how to setup a paid search account and reporting details for Advertising Analytics. ",Advertising Cloud Integration,Integrations,,Administrator,Intermediate
./help/integrations/ad-cloud/implementing-tracking-templates-into-search-engines.md,Implementing Tracking Templates from Advertising Analytics into Search Engines,This video will walk you through the steps of implementing your tracking templates from Advertising Analytics into the supported Search Engines. Implementing the tracking template is the critical step to collect and pass your data to Adobe Analytics.,Advertising Cloud Integration,Integrations,,Administrator,Intermediate
./help/integrations/ad-cloud/introduction-to-the-analytics-for-advertising-cloud-dsp-integration.md,Introduction to the Analytics for Advertising Cloud DSP Integration,"The Analytics for Advertising Cloud DSP integration is a native bi-directional integration between Adobe Analytics and Adobe Advertising Cloud. With this integration, customers can capture Viewthroughs from Advertising Cloud ad impressions into Analytics. Analytics can then connect the Viewthroughs to all downstream site activity (just like a Clickthrough). Analytics can then pass metrics back to Advertising Cloud to be used in advanced algorithmic bidding models. This video covers what a Viewthrough is, the benefits of the integration, and a few basic examples of using the new Dimensions/Metrics in Analysis Workspace.",Advertising Cloud Integration,Integrations,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Intermediate
./help/integrations/ad-cloud/create-a-pre-launch-campaign-analysis-with-adobe-analytics.md,Create a Pre-launch Campaign Analysis with Adobe Analytics,How to use Adobe Analytics to set the foundation for launching an Advertising Cloud paid media campaign.,Advertising Cloud Integration,Integrations,,Administrator,Intermediate
./help/integrations/ad-cloud/reporting-with-advertising-cloud-marketing-channels.md,Reporting with Advertising Cloud Marketing Channels,How the Advertising Cloud view-through and click-through entry data works with Adobe Analytics Marketing Channels,Advertising Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/ad-cloud/create-analytics-site-journey-profiles.md,Create Analytics Site Journey Profiles,How to use Adobe Analytics to create robust site retargeting pools for Advertising Cloud remarketing.,Advertising Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/ad-cloud/create-analytics-segments-for-activation-and-reporting.md,Create Analytics Segments for Activation and Reporting, Using Advertising Cloud dimensions to create segments for cleaner reporting and analysis.,Advertising Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/ad-cloud/create-advertising-cloud-alerts-with-adobe-analytics.md,Create Advertising Cloud Alerts with Adobe Analytics, How to tap into the power of Adobe Analytics Alerts to monitor your Advertising Cloud paid media campaigns.,Advertising Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/ad-cloud/create-analytics-custom-metrics-with-advertising-cloud-data.md,Create Analytics Custom Metrics with Advertising Cloud Data,Useful custom metrics to create when using Advertising Cloud data within Adobe Analytics.,Advertising Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/ad-cloud/create-advertising-cloud-site-entry-reports.md,Create Advertising Cloud Site Entry Reports,"Creating an Advertising Cloud site entry report to monitor day of week, time of day, browser, and geographical influence.",Advertising Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/ad-cloud/create-advertising-cloud-dashboards-with-adobe-analytics.md,Create Advertising Cloud Dashboards with Adobe Analytics,Techniques for creating an Advertising Cloud dashboard for live campaign monitoring.,Advertising Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/ad-hoc-analytics/using-the-project-converter-to-move-projects-from-ad-hoc-analysis-to-analytics-workspace.md,Using the Project Converter to move projects from Ad Hoc Analysis to Analytics Workspace,The Ad Hoc Analysis Project Converter will seamlessly convert Ad Hoc Analysis (AHA) projects to Analysis Workspace projects with the click of a button.,Experience Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/integrations/power-bi/adobe-analytics-connector-in-power-bi.md,Adobe Analytics Connector in Power BI,"In this video we’ll walk through the Adobe Analytics Connector by creating and loading a request, changing the format of the data, building a visualization, and publishing to the online service.",Third-party Integration,,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Intermediate
./help/integrations/magento/magento-analysis-workspace-template.md,Magento Analysis Workspace Template,Introduces the Magento Marketing & Commerce template for Analysis Workspace.,Experience Cloud Integration,Integrations,,Business Practitioner,Intermediate
./help/data-science/using-machine-learning-and-ai-for-the-moments-that-matter.md,Using Adobe Analytics machine learning and AI for the moments that matter,Customer intelligence has never been more promising. But bringing data together that can be useful for business users across the organization — and catching the important trends in time to act on them — is not something even an advanced data science team can handle alone. Using the data you’re already collecting to your advantage is where these Adobe Sensei AI and machine learning capabilities in Adobe Analytics shine.,Data Science,,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Beginner
./help/data-science/anomaly-detection-in-analysis-workspace.md,Anomaly Detection in Analysis Workspace,"Analysis Workspace automatically detects anomalies in your data for any time-series visualization or data table. Catch the ""unknown unknowns"" without any additional effort on your part!",Data Science,,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Beginner
./help/data-science/contribution-analysis-workspace.md,Contribution Analysis in Analysis Workspace,This video walks through Contribution Analysis and its ability to use machine learning to quickly and easily explain the factors that contributed to a trend in your data.,Data Science,,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Beginner
./help/data-science/intelligent-alerts.md,Intelligent Alerts in Adobe Analytics,Intelligent alerts put the power of Anomaly Detection directly in your inbox or on your phone. Being immediately aware of significant changes in your key metrics and segments means no missed opportunities.,Data Science,,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Beginner
./help/data-science/adobe-analytics-and-adobe-sensei-democratizing-data-science-for-all.md,Adobe Analytics and Adobe Sensei - Democratizing data science for ALL,"Learn how Adobe Sensei machine learning and AI technologies in Adobe Analytics can help business users keep up with their data, and make use of it practically, when and where it really matters.",Data Science,,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Beginner
./help/vertical-specific/retail/intro-to-retail-variables-and-events.md,Intro to Retail Variables and Events,"If you have a retail site, there are some variables and events that were created just for you (aren't you special)! This video will give you a quick intro to understanding those retail-specific variables and events.",Use Cases,,,Business Practitioner,Beginner
./help/vertical-specific/retail/adding-basic-retail-variables-and-events-to-launch-rules.md,Adding Basic Retail Variables and Events to Launch Rules,"This video shows how to use a special product string extension in Launch to track basic retail variables and events, like the product view, an add to cart, a checkout, etc.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/vertical-specific/retail/adding-a-launch-rule-for-the-purchase-event.md,Adding a Launch Rule for the Purchase Event,"This video shows how to use the product string extension in Launch to track purchases on your site, resulting in the Revenue, Orders, and Units metrics in your analysis.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/media-analytics/measuring-voice-or-audio/using-the-audio-consumption-template-in-analysis-workspace.md,Using the Audio Consumption Template in Analysis Workspace,"This video outlines the Audio Consumption template in Analysis Workspace, which is available out-of-the-box for Audio Analytics.",Panels,,,"Business Practitioner, Developer, Data Engineer, Architect, Data Architect, Administrator, Leader",Intermediate
./help/mobile-app-analytics/implementation/admin-settings-for-mobile-apps.md,Admin Settings for Mobile Apps,"Learn how to setup Mobile App reporting in Adobe Analytics, including Lifecycle components, Location Tracking, and Background Hit reporting.",Mobile SDK,Mobile,,Administrator,Experienced
./help/mobile-app-analytics/implementation/initializing-and-viewing-lifecycle-metrics-with-the-experience-platform-sdk.md,Initializing and Viewing Lifecycle Metrics with the Experience Platform SDK,"Lifecycle metrics are valuable, out-of-the-box information about your app user. These metrics contain information on the app user's lifecycle such as device information, install or upgrade information, session start and pause times, etc. In this video, see how to set up lifecycle metrics in your app, and how to see the results in a debugger.",Mobile SDK,Mobile,,"Developer, Data Engineer",Experienced
./help/mobile-app-analytics/implementation/tracking-actions-aka-custom-links.md,Tracking Actions (AKA Custom Links) in a Mobile App with the Experience Platform SDK,"Actions are events that occur in your mobile app. In this video, learn how to use the trackAction API to track and measure an action. ",Mobile SDK,Mobile,,"Developer, Data Engineer",Experienced
./help/mobile-app-analytics/implementation/tracking-state-aka-pages-or-screens.md,Tracking State (AKA Pages or Screens) in a Mobile app with the Experience Platform SDK,"States represent screens or views in your app. Each time a new state is displayed in your application, for example, when a user navigates from the home page to the news feed, ""trackState"" can be called to send in the State Name (Page Name in Analytics), as well as addiitonal data. This video walks you through how to do it.",Mobile SDK,Mobile,,"Developer, Data Engineer",Experienced
./help/mobile-app-analytics/measuring-mobile-analytics/getting-started-with-mobile-analytics.md,Getting Started with Adobe Mobile Analytics," Learn how to get started with Adobe Analytics for mobile apps using templates. Pre-built standard templates help you understand user engagement and app performance metrics in Analysis Workspace. Also, learn how to customize your project with our easy-to-use drag and drop interface.",Workspace Basics,,,Business Practitioner,Beginner
./help/mobile-app-analytics/measuring-mobile-analytics/impact-of-touchpoints-across-mobile-journey.md,Impact of Touch points Across Mobile Journey, Learn how mobile app users are influenced by touch points and know which channels are moving the needle for your mobile app using Attribution IQ. Know which channels are working together to drive success events in your mobile app.,Workspace Basics,,,Business Practitioner,Beginner
./help/mobile-app-analytics/measuring-mobile-analytics/analyzing-user-behavior-across-channels.md,Analyzing User Behavior Across Channels, Learn how to discover users' paths to conversion in mobile apps using Flow and compare it with other experiences such as web. Define and measure conversion in multi-step processes to drive success to your mobile apps.,Workspace Basics,,,Business Practitioner,Beginner
./help/mobile-app-analytics/measuring-mobile-analytics/how-to-increase-engagement-and-retention-rates.md,How To Increase Engagement and Retention Rates, Identify engaged audiences through their behavior using Cohorts and know the underlying causes driving stickiness in your mobile apps. Use data science algorithms in Segment IQ to know the differences and similarities between segments.,Workspace Basics,,,Business Practitioner,Beginner
./help/apis/using-analysis-workspace-to-build-api-2-requests.md,Using Analysis Workspace to Build Adobe Analytics API 2.0 Requests,"In this video, we show you how to leverage Analysis Workspace to build API 2.0 requests automatically. By debugging the UI, you can copy & paste JSON requests directly into any API client to return Analytics data.",API,,,"Developer, Data Engineer",Experienced
./help/apis/using-postman-to-make-adobe-analytics-2-0-api-requests.md,Using Postman to Make Adobe Analytics 2.0 API Requests,"This video walks through how to setup Postman, an API client, to send Adobe Analytics 2.0 API requests. It includes setting up an Adobe I/O integration (NOTE - you need to be a system admin in Experience Cloud to set this up), where to find your global company ID, and more.",API,,,"Developer, Data Engineer",Experienced
./help/analysis-use-cases/setting-up-in-market-zip-code-analysis-use-case.md,Setting Up In-Market Zip Code Analysis - a Use Case,"In this use case, we will configure the system to bring in zip codes, classify them as in-market or out-of-market, and then use this data in Analysis Workspace so that we can see the effectiveness of our geo-targeted marketing campaigns.",Use Cases,,,Business Practitioner,Beginner
